Epic,"51: Lemninkainen’s Wondrous Sack: Item, Increase your CARRIED gear slots to 20",51,l,,x,x,,,,,,,,,,
Epic,"52: Akintu: Item, An odd tiki statue that brings good luck, When you roll a 19, treat it as a 20",52,a,,x,,,,,,,,,,,
Epic,"53: Enchanted Sandwich: Food, Never ages or spoils, 5 bites, 1 Bite heals 1D8 HP, When finished gain +1 CON",53,e,,,,,,x,,,,,,,
Epic,"54: Cloud Buffalo: A steed that descends from the sky on command, carries 8 people and 10 LOOT",54,c,,x,,,,,,,,,,,
Epic,"55: Red Fang: Weapon, Magical Great Sword, Any damage you do with Red Fang, heal half that amount",55,r,,,,,,,,,,x,x,,
Epic,"56: Crystal Darts: Weapon/Ammo, 3 Count, Magical, Immobilize a target, in 1D4 ROUNDS explode for 2D12",56,c,,,,,,,,,,x,,x,
Epic,"57: Earth’s Heart: Item, A massive ruby, the biggest, most rare jewel in all the world",57,e,,x,,,,,,,,,,,
Epic,"58: Gnomish Metal Melter: Item, 1D4 ROUNDS to reach full power, then vaporizes ANY NEAR metal objects",58,g,,x,,,,,,,,,,,
Epic,"59: Ghost Trap: Item, Holds up to 5 non-corporeal beings, simply place, wait, and trigger, Target gets DEX check",59,g,,,,,,,,,,,,,x
Epic,"60: Adamantium Armor: Armor, +8 Armor, Ignore any Damage below 3, Reduce Equipped GEAR to 5 slots",60,a,,,,,,,x,,,,,,
Epic,"61: Clockwork Arm: Item, Prosthetic, +3 STR, all STR checks are EASY, -1 CHA",61,c,,x,x,,,,,,,,,,
Epic,"62: Juice of Sapho: Food, +8 INT, Triple the EFFORT of your next SPELL",62,j,,,,,,x,,,,,,,
Epic,"63: Styll Suit: Armor, +4 Armor, Wear no other ARMOR, Breathe anywhere, never hungry, heal 2 HP per round",63,s,,,,,,,x,,,,,,
Epic,"64: Bracelet of Thoor: Item, +2 STR",64,b,,x,,x,,,,,,,,,
Epic,"65: Ring of Quickness: Item, +2 DEX",65,r,,x,,x,,,,,,,,,
Epic,"66: Drunken Hauberk: Armor, +2 Armor, +2 CON, Never fail a test involving Gar",66,d,,,,,,,x,,,,,,
Epic,"67: Sage’s Crystal: Item, +2 INT",67,s,,x,,,,,,,,,,,
Epic,"68: Effigy of Osric: Item, +2 WIS",68,e,,x,,,,,,,,,,,
Epic,"69: Gleaming Gorget: Armor, +1 armor, +2 CHA",69,g,,,,,,,x,,,,,,
Epic,"70: Dagger of the Unseen: Weapon, Magical, If attack undetected, any human-sized victim is reduced to 0 HP",70,d,,,,,,,,,,x,x,,
Epic,"71: Headsman’s Shovel: Weapon, Magical, On a 20, automatically behead any human-sized target",71,h,,,,,,,,,,x,x,,
Epic,"72: The Hidden: INT SPELL, Allies NEAR are invisible for 1D4 ROUNDS, They become visible if they move away",72,t,,,,,,,,x,,,,x,
Epic,"73: Slayer’s Helm: Armor, +2 Armor, +6 Weapon Effort",73,s,,,,,,,x,,,,,,
Epic,"74: Eye of Azatoth: Item, Amulet, +6 Magical Effort",74,e,,x,,,x,,,,,,,,
Epic,"75: Boon of the Gods: Item, Grant one OTHER PLAYER a class Milestone Reward of their choice, one use",75,b,,x,,,,,,,,,,,
Epic,"76: Timecap Mushroom: FOOD, SKIP the next DM’s turn",76,t,,,,,,x,,,,,,,
Epic,77: Roll Twice on the ANCIENT LOOT table,77,r,,,,,,,,,,,,,
Epic,"78: Shrink Ray: INT SPELL, Reduce one target to 1/100th its size for 1D4 ROUNDS",78,s,,,,,,,,x,,,,x,
Epic,"79: Giant Growth: WIS POWER, Grow one target to 5x its size for 1D4 ROUNDS",79,g,,,,,,,,,x,,,x,
Epic,"80: Osric’s Bulwark Wall: WIS POWER, Form a massive castle wall from boulders or cobbles",80,o,,,,,,,,,x,,,x,
Epic,"81: Destroy the Dead: INT SPELL, Annihilate 1 Undead per 1 HP burned, FAR range",81,d,,,,,,,,x,,,,x,
Epic,"82: Ghost Ship: Item, Conjure a black galleon, no crew, that will last 1D4 weeks before dissipating",82,g,,x,,,,,,,,,,,
Epic,"83: Dragon’s Blood: Food, Grow wings and breathe fire for 1D4 ROUNDS",83,d,,,,,,x,,,,,,,
Epic,"84: Gungnir: Weapon, Magical, Spear, Smite the ground to pass final judgment, +10 CHA for 1 mile",84,g,,,,,,,,,,x,x,x,
Epic,"85: Cosmic Gateway: Item, Open a door, access ANY world in the cosmos, burn 8 HP to walk through",85,c,,x,,,,,,,,,,,
Epic,"86: Invulnerability: WIS POWER, Anoint one target with touch, they cannot be harmed for 1D8 ROUNDS",86,i,,,,,,,,,x,,x,,
Epic,"87: Sherherezazahd: Item, A ghostly sword that fights at your side, add Magical Weapon effort to all attacks",87,s,,x,,,,,,,,x,x,,
Epic,"88: Time Doorway: Item, Access ANY time at current location, age 10 years to go through",88,t,,x,,,,,,,,,,,
Epic,"89: Stench Gar: Food, Release a poisonous belch, Reduce one NEAR creature to 1 HEART",89,s,,,,,,x,,,,,,,
Epic,"90: Lifewalker: Item, Leave a trail of flowers and growth wherever you go, those within heal 2 HP per round",90,l,,x,,,,,,,,,,,
Epic,"91: Hammer of Hell: Weapon, Magical, All EFFORT done with this weapon affects all NEAR enemies",91,h,,,,,,,,,,x,x,x,
Epic,"92: Wings of Gabriel: Armor, +5 Armor, Foldable, Fly at will, Double your maximum move range",92,w,,,,,,,x,,,,,,
Epic,"93: Wishing Well: Item, Immovable once used, Make 1 WISH per YEAR, it will come true within 1D4 days",93,w,,x,,,,,,,,,,,
Epic,"94: Book of Mastery: Item, 3 pages, each decoded with an INT roll, Learn 1 Milestone Reward of any class",94,b,,x,,,,,,,,,,,
Epic,"95: Star of Unadai: Food, Gain +1 to all STATS",95,s,,,,,,x,,,,,,,
Epic,"96: Vision of Perfection: Trap, Reveal to one EVIL being, unless it makes a HARD CHA check, it becomes GOOD",96,b,,,,,,,,,,,,,x
Epic,"97: Water of Life: Food, Die, Return to life 1D4 ROUNDS later with 2 additional HEARTS",97,w,,,,,,x,,,,,,,
Epic,"98: Mead of Udin: Food, All who drink awake the next day with an additional HEART",98,m,,,,,,x,,,,,,,
Epic,"99: Shield of Angels: Armor, +6 Armor, You and all NEAR allies ignore any damage of 5 or less",99,s,,,,,,,x,,,,,,
Epic,"100:Necronomicon: Item, Create 1 INT SPELL or WIS POWER with a HARD INT check, learn or teach it instantly",100,n,,x,,,,,,,,,,,
