Ancient,"49: Sharpening: INT Spell, Add +2 Effort to a weapon, Once per weapon",49,S,,,,,,,,X,,,,x,
Ancient,"50: Spiked Shield: Armor, Failed enemy attacks are answered with Weapon Damage (no bonuses)",50,S,,,,,,,X,,,,x,,
Ancient,"51: Bow of Eagles: Weapon, Use an extra turn aiming to do double Damage",51,B,,,,,,,,,,X,,x,
Ancient,"52: Swarm: WIS Power, Cast on a location you can see, CLOSE targets take Magical Damage for 1D4 ROUNDS",52,S,,,,,,,,,X,,,x,
Ancient,"53: Mender: INT Spell, Repair a ruined item or weapon instantly",53,M,,,,,,,,X,,,x,,
Ancient,"54: Skull Shield: Armor, +2 Armor, Can also be used as a Magical Weapon",54,A,,,,,,,X,,,,,,
Ancient,"55: Silver Spear: Weapon, Magical, +3 to DEX Attempt when thrown, silver properties",55,S,,,,,,,,,,X,,x,
Ancient,"56: Dwarven Anvil: Item, Once per 1D12 days, create a weapon with +3 Attempt OR Effort bonuses",56,D,,X,,,,,,,,,,,
Ancient,"57: Book of Skills: Item, With any 3 successes, earn a permanent +1 to a specific type of Attempt",57,B,,X,x,,,,,,,,,,
Ancient,"58: Ring of Fire: Item, Double all fire Damage inflicted",58,R,,X,,x,,,,,,,,,
Ancient,"59: Flaming Sword: Weapon, Magical, Add 1D4 Burn damage for 1D4 ROUNDS to damaged targets",59,F,,,,,,,,,,X,x,,
Ancient,"60: Ringlet of Genius: Item, Use ULTIMATE effort with any successful INT roll",60,R,,X,,x,,,,,,,,,
Ancient,"61: Goblet of Udin: Item, Double effects from any Food consumed",61,G,,X,,,,,,,,,,,
Ancient,"62: Ring of Aras: Item, When recovering, recover a full HEART in addition to your normal RECOVERY",62,R,,X,,x,,,,,,,,,
Ancient,"63: Heart Stone: Item, add 1 Heart to your max",63,H,,X,,,,,,,,,,,
Ancient,"64: Translocate: INT Spell, Swap places with an ally you can see",64,T,,,,,,,,X,,,,x,
Ancient,"65: Mask of Mofune: Armor, +1 Armor, Roll ultimate effort when intimidating",65,M,,,,,,,X,,,,,,
Ancient,"66: Ring of Power: Item, Double all Magic Effort",66,R,,X,,x,,,,,,,,,
Ancient,"67: King’s Signet: Item, Have final say on group decisions, and be loved for it",67,K,,X,,x,,,,,,,,,
Ancient,"68: Dwarvish Hammer: Weapon, Magic Weapon, roll Double ULTIMATE on natural 20s",68,D,,,,,,,,,,X,x,,
Ancient,"69: Thieves’ Picks: Item, +3 Attempt AND Double Effort when opening chests",69,T,,X,,,,,,,,,x,,
Ancient,"70: Ring of Giants: Item, +1 STR, +1 Armor",70,R,,X,,x,,,,,,,,,
Ancient,"71: Masterful Boots: Item, +1 DEX",71,M,,X,x,,,,,,,,,,
Ancient,"72: King’s Mug: Item, +1 CON",72,K,,X,,,,,,,,,,,
Ancient,"73: Amulet of Secrets: Item, +1 INT",73,A,,X,,,x,,,,,,,,
Ancient,"74: Meditation Beads: Item, +1 WIS",74,M,,X,x,,,,,,,,,,
Ancient,"75: Masterful Coats: Item, +1 CHA",75,M,,X,x,,,,,,,,,,
Ancient,"76: Armor Kit: Item, +2 Armor",76,A,,X,,,,,,,,,,,
Ancient,"77: Fire Stone: Item, +1 Magic Effort",77,F,,X,,,,,,,,,,,
Ancient,"78: Weapon Kit: Item, +2 Weapon Effort",78,W,,X,,,,,,,,,,,
Ancient,"79: Diamond Spyglass: Item, +6 WIS on Scouting attempts",79,D,,X,,,,,,,,,,,
Ancient,"80: Berserk Ring: Item, +3 on ULTIMATE effort",80,B,,X,,x,,,,,,,,,
Ancient,"81: Holy Bulwark: WIS Power, Bless an ally with touch, for 4 ROUNDS they are immune to non-Magical Effort",81,H,,,,,,,,,X,,x,,
Ancient,"82: Storm: WIS Power, Everything with FAR range blasted with hail for Magical Damage",82,S,,,,,,,,,X,,,x,
Ancient,"83: Shire Jerky: Food, Regenerate 1D12 HP for the next 4 ROUNDS",83,S,,,,,,X,,,,,,,
Ancient,"84: Adamantine Hauberk: Armor, +4 Armor",84,A,,,,,,,X,,,,,,
Ancient,"85: Lifedrinker: Weapon, Magic weapon, Heal half of any Damage done to living targets",85,L,,,,,,,,,,X,x,,
Ancient,"86: Wristlets of Might: Armor, Armor +1, Roll 1D8 for any Basic Effort",86,W,,,,,,,X,,,,,,
Ancient,"87: Iron Gut Belt: Armor, +1 Armor, If you fail a CON roll, try one more time",87,I,,,,,,,X,,,,,,
Ancient,"88: Ale of Death: Food, After death, return with 10 HP. If consumed and you don’t die that day, it is wasted",88,A,,,,,,X,,,,,,,
Ancient,"89: Ale of Life: Food, Drink in battle. Any ally who touches you heals 1D12 HP once",89,A,,,,,,X,,,,,,,
Ancient,"90: Gadgeteer’s Goggles: Armor, +1 Armor, Rolls with CREATE DEVICE or repairing machines are always EASY",90,G,,,,,,,X,,,,,,
Ancient,"91: Feather of Falling: Item, You cannot be hurt by damage from a fall at any height",91,F,,X,,,,,,,,,,,
Ancient,"92: Timebender: Item, If the GM rolls a timer, you can have her roll it again. The second roll will be final",92,T,,X,,,,,,,,,,,
Ancient,"93: Mace of Thunder: Weapon, Magical, Any target struck is stunned on its next TURN and cannot act",93,M,,,,,,,,,,X,x,,
Ancient,"94: Lightning Steed: Item, Summon a flying steed to travel. What would take a day, takes 1 TURN",94,L,,X,,,,,,,,,,,
Ancient,"95: Ring of Weird Luck: Item, If you roll a 1 twice, your blunder causes something oddly beneficial",95,R,,X,,x,,,,,,,,,
Ancient,"96: Spellslinger Ring: Item, If you roll a critical attempt when casting, Attempt another spell instantly",96,S,,X,,x,,,,,,,,,
Ancient,"97: Boots of Haste: Armor, Armor +1, After an action, you may then also Move again",97,B,,,,,,,X,,,,,,
Ancient,"98: Ring of Slayers: Item, If you make a successful Weapon attack, attempt again. If a hit, roll ULTIMATE effort",98,R,,X,,x,,,,,,,,,
Ancient,"99: Astral Crown: Armor, +2 Armor, On a critical spell cast, cast same through any ally’s body at that moment",99,A,,,,,,,X,,,,,,
Ancient,"100:Feast of Kings: Food, All allies restore full HP and receive one Chest",100,F,,,,,,X,,,,,,,
